,,,,,,,,,,,,,delivery,,,,eval points,,,,,
f3b966e4-9a60-4fe8-99ab-7ff014048be2,,,,,,can convert data to a json string,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d0948545-90c0-4ba0-8ea8-9f4d700c8a03,,,,,,websockets,,,,,,,0,0,0,,0,0,,0,0,
14d8be1f-86a1-4e06-a967-4559ea42bdbe,,,,,,can explain what websockets are why they are used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
795f8b7d-f12b-431f-8b2f-3c59f5867bee,,,,,,can explain the differences between the websocket protocol and the HTTP protocol,,,,knowledge,core,,1,1,0,,1,0,,0,1,
a990dc20-ae22-4390-8c7b-33e43360e473,,,,,,can explain differences/benefits/tradeoffs between using websockets vs ajax,,,,knowledge,core,,1,1,0,,1,0,,0,1,
5e4caa50-818c-4f06-865e-6541fd186332,,,,,,"can explain alternatives to websockets (ajax polling, ajax long polling)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
8abd17b6-1966-4ac9-95b9-a9be7718b18d,,,,,,can use websockets on the server and client to send real-time message between connected users,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d6970ae9-ee22-4785-99e3-6b0cdc07a76e,,,,,,localstorage,,,,,,,0,0,0,,0,0,,0,0,
275764f8-3199-4741-8225-25d72aa6786d,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
cc9e83b8-8fa3-430d-8e91-4441789b2c34,,,,,,webworkers,,,,,,,0,0,0,,0,0,,0,0,
29634ff6-c12f-4ac9-bbe2-809bd7942e14,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
2487a712-d706-4135-8c67-3f41ff5e108f,,,,,,webrtc,,,,,,,0,0,0,,0,0,,0,0,
7ad02508-b35e-4d24-83b1-ad0f0a8f227d,,,,,,can explain what webrtc is and why it is used,,,,,,,0,0,0,,0,0,,0,0,
17a33d62-befe-4fb7-8293-731fd2d6a424,,,,,,can explain the difference between websockets and webrtc,,,,,,,0,0,0,,0,0,,0,0,
4ad3eb02-a1b3-4e00-b216-7c5f196c03f6,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
549b64fc-2ce9-433a-83e6-b4106ef6953a,,,,,,canvas,,,,,,,0,0,0,,0,0,,0,0,
eb97c872-091c-4c5f-8fa2-c7d7746b05bf,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
bc43a090-0a05-4bae-a1d0-7c9b61f8034b,,,,,,drag-and-drop,,,,,,,0,0,0,,0,0,,0,0,
898f00f4-eb32-40b7-861d-c2aa82d8dc06,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
38f49d93-003d-4018-9650-10f426501071,,,,,,pushstate,,,,,,,0,0,0,,0,0,,0,0,
162a50fd-1119-4d2f-bc25-8940143238ab,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
eb1697eb-43e2-4eb7-b2b4-d5001723a867,,,,,,webgl,,,,,,,0,0,0,,0,0,,0,0,
9b080f48-ef4e-4784-a898-3d878184ed34,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
86a84232-c573-472d-9e23-03efe650a9b1,,,,,,svg,,,,,,,0,0,0,,0,0,,0,0,
fa02e1c1-be71-4da9-8dad-7c0796fab2bf,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
b28267b5-761f-4185-b327-ca221234256d,,,,backend,,,,,,,,,0,0,0,,0,0,,0,0,
9038f733-3808-4c7f-a8a0-211a4e7d6425,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
91ee151a-5721-4f5a-83ab-9074c7a945e2,S,,,,http server,,,,,,,,0,0,0,,0,0,,0,0,
0390f229-5dec-4042-ac07-12d23c12a3e5,,,,,can explain how an http server works,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
7eca544f-491a-44da-9df1-c6294c5bf8c5,,,,,can create an http server without using a low level library (ex. http),,,,,skill,ideal,,0,0,0,,0,1,,1,0,
774b2742-a0c5-4d18-b186-893ef413be55,,,,,"can create an http server using a high level library (ex. express, sinatra)",,,,,skill,core,,0,0,1,,0,1,,1,0,
d9ef326d-ef47-42b6-afc9-5e79c81a960d,,,,,json,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
5c78abed-d145-4f47-8a73-7bd2f2d91ede,,,,,,REST,,,,,,,0,0,0,,0,0,,0,0,
decd0bd4-6ef0-4964-abfe-fdf5295ae5df,,,,,,can explain what REST is and why it is used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
fdae7055-d7c0-4ab7-8cae-1bcf83d5d24d,,,,,,can explain what is meant by a resource in REST and give examples,,,,knowledge,core,,1,1,0,,1,0,,0,1,
d0cc70ca-1027-4d4d-8731-893bdde52f48,,,,,,"can describe the conventions defined by REST for singular, plural and nested resources",,,,knowledge,core,,1,1,0,,1,0,,0,1,
771afd4f-5217-4aeb-b924-3ec418fe6648,,,,,,can create routes that follow the REST convention,,,,skill,core,,0,0,1,,0,1,,1,0,
5f83ea5d-aab8-4957-aacc-11ee9e5fd480,,,,,,can identify whether a set of routes follows the REST convention,,,,skill,core,,0,0,1,,0,1,,1,0,
bc35cae2-6820-4e6e-a16e-ff4bd51ef035,,,,,,creates routes that follow the REST convention,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f6098514-1482-4549-b1a8-1dd97884fd9b,,,,,,,method-override,,,,,,0,0,0,,0,0,,0,0,
c413901e-adcd-486e-986a-ea469fc5bbf6,,,,,,,"can explain what method-override is, why it is necessary and how it works",,,knowledge,core,,1,1,0,,1,0,,0,1,
5d6b1ad3-97fd-41d1-b005-b033a02eb29f,,,,,,,can create HTML forms and modify a server to make use of method-override,,,skill,core,,0,0,1,,0,1,,1,0,
1f5afa26-eb5a-42e0-9ce3-6ee8fde344b8,,,,,,,uses method override instead of avoiding RESTful routes,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
18914f8c-cfe0-4834-bc0b-43c0713d69a7,,,,,persistence,,,,,,,,0,0,0,,0,0,,0,0,
1b3c7f2d-87f9-42ba-b67b-d4c602d76f26,,,,,can configure an application to connect to a database and run queries (directly),,,,,,,,0,0,0,,0,0,,0,0,
6154259d-432a-4841-a2b3-12cf21af1e9f,,,,,can configure an applciation to connect to a database and run queries via an ORM,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
e7da4bd8-95c2-42fb-9f6a-d94e7698c488,S,,,web security,,,,,,,,,0,0,0,,0,0,,0,0,
5a1e3cc0-8006-4976-b216-c011230fd38f,,,,can list and explain vulnerabilities in OWASP top 10,,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
17a3465e-5f75-4497-aeb2-0727e2dadb6c,,,,can explain strategies to avoid vulnerabilities,,,,,,knowledge,,,1,0,0,,0,0,,0,0,
7067f536-4cea-4bc1-9976-af188e465504,,,,can identify vulnerabilities in code,,,,,,skill,,,0,0,0,,0,1,,1,0,
4213b997-9130-447c-ab8c-7d1db3184e15,,,,can fix vulnerabilities,,,,,,skill,,,0,0,0,,0,1,,1,0,
4ae0dc2e-9a8e-4ac7-9de2-bad05945865b,,,,writes web applications that avoids common vulnerabilities,,,,,,habit,,,0,0,0,,0,1,,1,0,
46cda0ee-fd1e-46ad-a144-2adfd770fb97,,,,,Injection,,,,,,,,0,0,0,,0,0,,0,0,
bf27f4fb-9bfb-49eb-86cb-54b70f42934c,,,,,SQL Injection,,,,,,,,0,0,0,,0,0,,0,0,
805f8a3e-8339-424b-9ca1-85345185cd22,,,,,URL Rewriting,,,,,,,,0,0,0,,0,0,,0,0,
4c304465-22b1-45fd-9109-0f0d561ea848,,,,,XSS,,,,,,,,0,0,0,,0,0,,0,0,
a71527d7-3c9a-4685-bbc1-b285bfcb1e8a,,,,,CSRF,,,,,,,,0,0,0,,0,0,,0,0,
95125d16-b3f5-4bc9-bfaf-478dbfb7f090,,,,,Session Hijacking,,,,,,,,0,0,0,,0,0,,0,0,
bbc8f68f-bec8-4d46-88e1-f6ec6bdc957f,,,,,Insecure Direct Object Referencing,,,,,,,,0,0,0,,0,0,,0,0,
96dc69b0-d926-4ede-a3d8-a9aaa4358e0f,,,,,Security Misconfiguration,,,,,,,,0,0,0,,0,0,,0,0,
d8ae055a-f70c-4967-8f2d-841450c37476,,,,,Sensitive Data Exposure,,,,,,,,0,0,0,,0,0,,0,0,
b460d887-920a-45e3-b879-822d2e5c8098,,,,,Missing Function Level Access Control,,,,,,,,0,0,0,,0,0,,0,0,
e02bbefc-84bd-4e52-8d96-985ccf4f5c7a,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a007955b-f11c-4918-9a2f-e95013da8277,,,,,auth and session management,,,,,,,,0,0,0,,0,0,,0,0,
73a0ceea-1391-4c53-859d-f0065564837d,,,,,can explain difference between sessions vs cookies,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
459eda92-56e1-4ece-bd13-bdbb3f99de6f,,,,,can explain why sessions are necessary (vs just cookies),,,,,knowledge,core,,1,1,0,,1,0,,0,1,
813a235c-54ec-4dfb-ba22-8e64104662e3,,,,,"can explain restrictions on cookies and how each should be used (domain, path, expiry, http-only, secure, first-party)",,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
a02796ce-4633-47ec-a084-75f2fc0e2f93,,,,,can use sessions,,,,,skill,core,,0,0,1,,0,1,,1,0,
c9c5f319-7934-4662-823a-d3429deed14c,,,,,uses sessions when appropriate (instead of cookies),,,,,skill,core,,0,0,1,,0,1,,1,0,
99ab5edb-e494-43e0-86fc-c61e848b1b94,,,,,configures sessions to be secure,,,,,habit,core,,0,0,0,,0,1,,1,0,
bb7ae5a9-551c-4f24-81f8-f0145a599fea,,,,,ACL,,,,,,,,0,0,0,,0,0,,0,0,
58070151-337f-4e82-bedf-1b4a0b8b047a,,,,,HTTPS,,,,,,,,0,0,0,,0,0,,0,0,
eece40c5-04f8-4a68-af43-aa963dd692db,,,,,restricting ports,,,,,,,,0,0,0,,0,0,,0,0,
4fbd9f6c-41b3-47cc-ae48-e1678004a5da,,,,,automatic updates,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
24dd883a-b718-4dc3-99ce-e4b4bad1c6d0,,,,,same origin policy,,,,,,,,0,0,0,,0,0,,0,0,
aa824c95-b7d3-4913-8873-54af275236cf,,,,,can explain browser restrictions on cross-domain requests (wrt the same origin policy),,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
08021001-9de9-4be2-a161-2823483fb6b4,,,,,can explain differences/tradeoffs between CORS and jsonp,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d07b397e-09aa-43fc-9f09-60e5bfc5e821,,,,,,jsonp,,,,,,,0,0,0,,0,0,,0,0,
6a65b025-1c12-47cb-a80e-3ae10e8fc644,,,,,,can explain how JSONP works and avoids the same origin policy,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
cb79b52f-2756-48d9-a83b-e170fa3553fc,,,,,,can implement a client that communicates with a cross-origin server using JSONP,,,,skill,core,,0,0,1,,0,1,,1,0,
97ad9f79-5e1f-4441-914f-7c9f334b2537,,,,,,can implement a server that supports cross-origin requests using JSONP,,,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0bc54908-92da-4de1-abfe-fe66614f43e6,,,,,,CORS,,,,,,,0,0,0,,0,0,,0,0,
328bfd68-b4de-4f09-9480-344b95544bc8,,,,,,can explain how CORS works and avoids the same origin policy,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
bcbad609-6de4-4764-8d36-13cfe6ed9ac0,,,,,,can implement a client that communicates with a cross-origin server using CORS,,,,skill,core,,0,0,1,,0,1,,1,0,
0efe9464-6d8b-49a3-84e8-31377661b2be,,,,,,can implement a server that supports cross-origin requests using CORS,,,,skill,ideal,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
843e30a3-0b7c-44d8-b02f-4df92b2a9d34,,,,,cryptography,,,,,,,,0,0,0,,0,0,,0,0,
3775e3f6-4d9a-4982-9b81-ec1bc4158786,,,,,different forms of encryption & when to use,,,,,,,,0,0,0,,0,0,,0,0,
f3bcd0a9-8832-4040-828f-0a818d9b7409,,,,,how they work,,,,,,,,0,0,0,,0,0,,0,0,
2346b0ec-eb9f-4868-a72e-8395fe620edf,,,,,,cryptograpic hash functions,,,,,,,0,0,0,,0,0,,0,0,
885b42db-99db-446c-82e2-e321a3ff26af,,,,,,md5 vs sha vs bcrypt,,,,,,,0,0,0,,0,0,,0,0,
e98d3f91-a5bf-477e-9b4f-e2f4f3bcdde2,,,,,,asymmetrical kdf (passwords),,,,,,,0,0,0,,0,0,,0,0,
41ef71f7-5ed5-4b5b-b2c1-7cc5e7f22159,,,,,,symmetrical (sessions),,,,,,,0,0,0,,0,0,,0,0,
4a62091f-37b7-43c1-98bf-f6313cf2188a,,,,,,"public key crypto (ssh, https)",,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
0d993553-51a8-4c59-8b8f-50e3dc9de43a,S,,,web application architectures,,,,,,,,,0,0,0,,0,0,,0,0,
a05c80a9-1aae-4544-99a0-87f3ce462aab,,,,can list common web application architectures,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
cd12f22d-7b23-49de-bd51-717ba51e994c,,,,can explain difference/benefits/tradeoffs between common web application architectures,,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
4d5ddd15-e9e7-4019-9dfc-f38361cffcad,,,,,static site,,,,,,,,0,0,0,,0,0,,0,0,
a98d85e8-0048-41c6-9230-3291774be7ad,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
f63b731a-e000-4775-950f-87f0a4deb15d,,,,,cgi (wordpress style),,,,,,,,0,0,0,,0,0,,0,0,
55bf43bc-12b0-4701-af23-7bdb2cf67147,,,,,can explain how CGI-style applications are structured and how requests are handled ,,,,,knowledge,extra,,0,0,0,,0,0,,0,0,
6fd3a96c-13f2-41a4-b3da-154970887d12,,,,,can develop web applications in the CGI style,,,,,skill,extra,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
45d04638-dd42-4776-81d6-8b3c96f0147d,,,,,model2 (rails style),,,,,,,,0,0,0,,0,0,,0,0,
a8eee5cc-dc96-476f-b322-c303eafabef4,,,,,can explain how model2-style applications are structured and how requests are handled ,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
2351c533-7cdb-4e94-9a08-3f2e32428841,,,,,can develop web applications in the model2 style,,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
61447266-7cb0-48f9-8604-8b69c7e941a6,,,,,SPA (single page applications),,,,,,,,0,0,0,,0,0,,0,0,
8ebeb073-475b-47ae-8481-9cc5f691fee4,,,,,can explain how SPA-style applications are structured and how requests are handled ,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
74dfeeb7-ed7b-4a11-bb56-54c7ea83f773,,,,,can explain benefits/tradeoffs of SPA style applications,,,,,knowledge,ideal,,1,0,0,,0,0,,0,0,
751a05cf-7ac3-4b58-8c7f-745449c6698c,,,,,can develop web applications in the SPA style,,,,,skill,core,,0,0,1,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
93f0c322-793b-439e-b80e-dbd46df38911,,,,,API,,,,,,,,0,0,0,,0,0,,0,0,
842c1a2d-7358-4dde-a184-1c950c7920b2,,,,,can explain what is an API and why it is used,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
aee1be85-29d7-4634-9ac4-49a7312831bd,,,,,can explain how API-style applications are structured and how requests are handled ,,,,,skill,core,,0,0,1,,0,1,,1,0,
650e53be-0887-4717-9ed7-3a5509ca6031,,,,,can develop web applications in the API style,,,,,skill,core,,0,0,1,,0,1,,1,0,
47314cf4-41ed-4da6-95f4-c39181cadbad,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
1cfc6072-ac58-40b7-a9ce-abf7f5c52695,,,,email,,,,,,,,,0,0,0,,0,0,,0,0,
004c3078-c62b-4925-b9d8-e205a2991ace,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
210fbe8f-2dcb-4cd3-8fc4-723e07fdc73b,C,,JAVASCRIPT & THE JS ECOSYSTEM,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
87cd02cc-1def-4810-b7b9-03aabfb2c55c,S,,,javascript language,,,,,,,,,0,0,0,,0,0,,0,0,
2412ecf6-bbb0-4bf5-a6de-a37a256d4695,,,,knows basic functions without having to look them up,,,,,,,,,0,0,0,,0,0,,0,0,
8ca39822-d6a2-47a9-986b-560d49d17e07,,,,variable declaration (let vs. var vs. const vs. none),,,,,,,,,0,0,0,,0,0,,0,0,
cfcc0067-2042-4cb9-8634-5d4637dc35f9,,,,scope,,,,,,,,,0,0,0,,0,0,,0,0,
58d87e67-1b59-450c-bf11-387d77ae3cf4,,,,events,,,,,,,,,0,0,0,,0,0,,0,0,
090a7c94-1cc0-4686-acfd-1698b6b2976d,,,,execution context,,,,,,,,,0,0,0,,0,0,,0,0,
5e6bd2c6-db6a-4183-a60c-7ef5351536f1,,,,"for...in, for...of, Object.keys",,,,,,,,,0,0,0,,0,0,,0,0,
d1ef0f6a-1b18-4969-a1d6-f4badb0e34f8,,,,"can explain how casting works in JS with common operations (ex. +, *)",,,,,,knowledge,core,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,== and ===,,,,,,,,,,,,,,,,,
00b10dea-7878-46cb-a98c-235362161c6b,,,,,understands the difference between == and ===,,,,,knowledge,core,,,,,,,,,,,
b96615cb-cc68-4757-a0e4-1aeee04ace3e,,,,,compares using === not ==,,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
35fd3ac1-92bc-40bc-8a1f-299d640f2f3a,,,,,variable hoisting,,,,,,,,0,0,0,,0,0,,0,0,
0eb2662d-3380-4b82-810e-b935333183f5,,,,,can explain what is meant by variable hoisting in js wrt variables and functions,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
ba0dba8d-fdd5-4eb4-8cdf-275940217ddc,,,,,can explain strategies to avoid confusion due to variable hoisting,,,,,knowledge,core,,1,1,0,,1,0,,0,1,
6b7cbfc4-2ded-4886-80bf-ad64fd491767,,,,,does not write code that relies on hoisting,,,,,habit,core,,0,0,0,,0,1,,1,0,
c27ad00d-c2ef-48e0-b620-c24c29c34d36,,,,,declares variables at the top of a function,,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
79d938f9-a425-4b68-bcee-b2031ffbf8d1,,,,,"object creation methods (Object Literals, Object.create, Object Constructor)",,,,,,,,0,0,0,,0,0,,0,0,
476acded-cc9f-474c-93eb-ba30eca5253b,,,,,can describe differences between object creation methods,,,,,,,,0,0,0,,0,0,,0,0,
6fd916a1-f22c-4f29-9e13-8203e8f561da,,,,,use the correct approaches when writing code,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
8e7ff510-4e49-488f-8705-320046067547,,,,,this,,,,,,,,0,0,0,,0,0,,0,0,
edfe66c2-365a-4dec-a2c4-f9fe3666c9d1,,,,,"Context, this, bind, call, apply, aliasing",,,,,,,,0,0,0,,0,0,,0,0,
2b82d2c8-3829-4e4e-a1f2-3b846dda0ea8,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
78467318-20f4-4695-bc10-db88a041f1a7,,,,,prototypical inheritance,,,,,,,,0,0,0,,0,0,,0,0,
282dfc79-0633-4589-96fc-ccc09da93862,,,,,"Prototype Chain, prototype, constructor, __proto__, Object.create",,,,,,,,0,0,0,,0,0,,0,0,
1c906ef8-b45d-499e-a736-e5d9b6926cb9,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
541891bf-ca3b-4847-b4f8-2c78bc5c34e5,,,,,es6,,,,,,,,0,0,0,,0,0,,0,0,
6e148e50-f6aa-4501-8479-289888487b30,,,,,can list new features of es6,,,,,,,,0,0,0,,0,0,,0,0,
8cd25f0c-2745-47ae-9d1b-dbc242387ba7,,,,,can identify es5 vs es6 code,,,,,,,,0,0,0,,0,0,,0,0,
1aaa1f58-f5ec-40da-a791-2c5a0dbaa9f6,,,,,can use constructors,,,,,,,,0,0,0,,0,0,,0,0,
b4a1dbba-d977-4579-8d81-5db65529dc4f,,,,,can use modules,,,,,,,,0,0,0,,0,0,,0,0,
05b57acb-6ec8-4310-9689-9bed28d17dbe,,,,,can use promises,,,,,,,,0,0,0,,0,0,,0,0,
7c293508-8575-4e7e-a065-5ad0cd9a39d3,,,,,can use generators,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
9dc34cd3-f82a-4db4-b20e-b5c8562be859,,,,,the bad parts,,,,,,,,0,0,0,,0,0,,0,0,
9ecc3f3a-455d-4086-95d1-223578d53a26,,,,,uses function expressions instead of function declaration/statements,,,,,habit,core,,0,0,0,,0,1,,1,0,
7bd081ba-c2e6-4365-9e5b-e61d06c403e2,,,,,does not use block-less if/while/do statements,,,,,habit,core,,0,0,0,,0,1,,1,0,
d36613ed-4781-4da8-90c0-536556160b6e,,,,,"does not create implied globals (ie. uses var, let, or const when defining variables)",,,,,habit,core,,0,0,0,,0,1,,1,0,
16186b35-7693-4cfa-a3c8-535b0e4ab5e3,,,,,"can explain the quirks of numeric calculations in javascript (integers are floats, NaN)",,,,,knowledge,core,,1,1,0,,1,0,,0,1,
a1ad3508-7b33-4d7e-afcd-165d6e398e8a,,,,,can explain automatic semicolon insertion (ASI),,,,,knowledge,core,,1,1,0,,1,0,,0,1,
95536297-de7b-4808-a94a-0b04e106ff06,,,,,consistently uses semicolons as statement terminators in order to prevent unintuitive behaviours due to JS ASI,,,,,habit,core,,0,0,0,,0,1,,1,0,
c0d0b9db-9775-4a3d-adba-00a25f06ec1c,,,,,"avoid using parts of JavaScript that are deprecated or known to have unpredictable or unclear behaviour (eval, with, continue, switch fall through, ++, --)",,,,,habit,core,,0,0,0,,0,1,,1,0,
33b813a9-4be2-4fab-aa6f-5438639d65f1,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
2fee2fef-264d-4766-b987-660a8e4e588a,S,,,javascript ecosystem,,,,,,,,,0,0,0,,0,0,,0,0,
052adf56-3fa7-492a-96e8-2e0d325504d0,,,,TODO,,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d63759ba-d647-4da6-9eb7-bff100cf5d71,,,,,underscore,,,,,,,,0,0,0,,0,0,,0,0,
ae4244b3-2bdb-40bb-a03b-f3792369532c,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
130baf11-8356-4a75-a910-163d86da7343,,,,,testing,,,,,,,,0,0,0,,0,0,,0,0,
d7969342-310f-4849-a5ad-a6c47694921c,,,,,can list various js testing libraries,,,,,,,,0,0,0,,0,0,,0,0,
d9b3664c-002f-47db-bf4b-b6a15df94bc9,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
e3ee5b87-5103-4959-af1e-0dcd3c08e3f1,,,,,,qunit,,,,,,,0,0,0,,0,0,,0,0,
77f2fa73-a6b5-4e52-b589-0d669ebea896,,,,,,can use qunit to write unit tests,,,,,,,0,0,0,,0,0,,0,0,
a82b1931-ecd6-481e-bbc4-efb2d8ec1004,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
caa4a0c7-f8b6-469a-b31d-457d9b57605c,,,,,,mocha,,,,,,,0,0,0,,0,0,,0,0,
e53b8817-9ad1-46bd-b424-f445848cdb99,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
11064758-d46b-41ab-8558-b66e532df48b,,,,,,chai,,,,,,,0,0,0,,0,0,,0,0,
a9fa043e-a1a9-45ab-8296-0c2381257398,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
fa1f8581-9e69-4e59-9f91-1b5c51c55b94,,,,,,sinon,,,,,,,0,0,0,,0,0,,0,0,
ce5e51c0-2873-4058-aeb3-9d28492725b9,,,,,,TODO,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
d73a2a5b-072f-4d72-beb7-4ff4f5395954,,,,,frontend libraries + frameworks,,,,,,,,0,0,0,,0,0,,0,0,
48163f77-3d9f-4e24-ba72-2644fe075e9c,,,,,"front-end frameworks (react, angular, ember, meteor, backbone)",,,,,,,,0,0,0,,0,0,,0,0,
a50e5f93-d96c-4fd2-a86a-41b576d37fac,,,,,TODO,,,,,,,,0,0,0,,0,0,,0,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
ed487b92-0170-4389-a891-cf2320688a59,,,,,,jquery,,,,,,,0,0,0,,0,0,,0,0,
33594178-3b56-4bc3-9aa0-397cbbe49a91,,,,,,"can explain why jQuery is used (browser API standardization, etc.)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
3cd7db25-987e-4bf1-b7e6-ab3a677a9f3c,,,,,,can explain why $(document).onLoad(...) is used,,,,knowledge,core,,1,1,0,,1,0,,0,1,
b4ff9f52-8d70-44f7-860c-700f31457600,,,,,,"can list the various types of inputs that $ can handle and what it does (css selector, elements, tags)",,,,knowledge,core,,1,1,0,,1,0,,0,1,
2aeeaeff-f4a0-4cf2-88e8-574fb5e71da6,,,,,,avoids the use of jQuery when vanilla js is sufficient,,,,habit,core,,0,0,0,,0,1,,1,0,
,,,,,,,,,,,,,0,0,0,,0,0,,0,0,
a7816c45-2fae-4418-840e-4eae8385af60,,,,,,,DOM manipulation,,,,,,0,0,0,,0,0,,0,0,
cdb29d3e-a6e2-4bba-8988-7308534c886a,,,,,,,"can use $(""selector"") to select elements on the page",,,skill,core,,0,0,1,,0,1,,1,0,
330932da-988a-4417-afdf-ecdf6ef4de0e,,,,,,,can use jQuery traversal functions to select elements on the page,,,skill,core,,0,0,1,,0,1,,1,0,
